Görüş;Durum
makine bildiğin bir canavar, ense çizimi sakal performansı muazzam, saç için 3 numaradan büyük tarak yok o yüzden kısa kesmeyecekseniz uygun değil, kargo 5 günde elime ulaştı sıfır ambalajında sorunsuz teslim edildi kuzey pazarlama adlı satıcıya teşekkürler;2
Ürün gerçekten fiyat performans ürünü. Bu fiyata başka modellerde bulamayacağınız ergonomiklik ve kalite var. Yorumları okuyarak almıştım hiç pişman olmadım.;2
Makine elime geldi öyle yorum yapmak istedim. Sakal, Ense, Vücut tüyleri almak için uygun. Saç için çok kısa kesmeyi sevenlere uygun olur. 1,5,3mm uçları geldi. Paketleme güzeldi. Kibar ve kullanışlı tavsiye ederim.;2
Harika bir makine herkese tavsiye ederim o kadar makine aldım ki hiçbiri bu kalitede değildi belki bu makineden 4 tane alacağım parayı başka makineler aldım hiçbiri bu fiyata göre verimli ve kalitede görmedim.;2
Fiyatına göre iyi bir cihaz. Sakal performansı iyi, saç için bıçakları küçük kalıyor ama biraz uğraşırsanız saçı da kesiyor. Ben öneriyorum.;2
Kesinlikle göründüğü gibi harika bir ürün.Çok güçlü bir motoru var.Paketleme güzeldi.Kendi şarj makinesinin yanında usb kablo ile şarj edilebiliyor.Tavsiye ederim ama gün geçtikçe fiyatı artıyor alacaksanız hemen alın.;2
Ürünün performansı gayet iyi, satıcıya hızlı teslim ve güvenli paket için teşekkür ederim. Ancak şu MNG kargoyu kullanmayın lütfen 9 gün bekleme ve 3 saat şube önü kuyruktan sonra ürünü alabildim.;2
Gerçekten parasını hakeden bir makine vücut için felan da gayet iyi 0 a yakın alıyor asla pişman olmazsınız;2
zamanında teslim ve böyle fiyata böyle Bir makina beklemiyordum satıcıdan ALLAH RAZI OLSUN.hayirli işler bol kazanlar inşallah;2
mükemmel bir şekilde çalışıyor. traş ve sakal kesimi gayet iyi sessiz ama biraz ufak gibi gözüküyor. bence bu makine her işinizi görür;2
Uzun yıllardır traş makinası kullanıyorum. Philips -Braun gibi makinalar kullandım. Hiç bir eksiği yok hatta sıfıra yakın traş ediyor. Diğer iyi markalardan sıfıra yakın traşı daha iyi diyebilirim. Fiyat kalite performansı çok iyi.;2
6-7 aydır kullanıyorum süper jilet gibi alıyor makine gücü kaliteli markalara göre daha iyi, Şarjı 1 saatten fazla gidiyor bitene kadar yavaşlama olmuyor. Yani alacaksanız bunu alın.;2
Ürün gayet kullanışlı alabilirsiniz. 1mm taragı eksikti,başka bir kargoyla yolladılar tavsiye ederim.cok güçlü ve sıfıra yakın bir kesim yapıyor.;2
Kargo konusunda bir sorun yaşadım ama kendim çözdüm o sorunu. Kargo firmanızı dikkatli seçmenizi öneririm. Bir üründe en çok olmasını istediğim şey garanti belgesi üzerinde kaşe ve imzadır, onu göremedim tüm bunlara rağmen puan kırmadım. Ürün ilk çalışmasına göre gayet başarılıydı umarım diğer kullanımlarda da uzun süre aynı performansı gösterir;0
Kargo baya hızlı geldi beklediğimden ürün gayet orjinal bi üründür tasfiye ederim memnun kalırsınız fiyat olarakta gayet uygun alın kaçırmayın derim;2
Çok kullanışlı ve çok iyi almanızı tavsiye ederim berberim de aynısından 4 tane aldı ben söyleyince çok kullanışlı ürün;2
Ürün gerçekten çok güzel endişelerim vardı ama gerek kargolanması gerek kargo hızı ve performans on numara fazlasıyla işinizi görecektir;2
sakal traşinda sıfır sinek kaydı tras yapmiyor ama ben zaten saç icin almıştım. beklediğimden de iyi şekilde saç kesimi yapiyor makina. tek kusur diyebilecegim noktasi icinden çıkan 3 başlık ara katlardan için yetersiz olabilir 3mm olani da bi hayli kisa gibi geldi bana.;0
Sacimi ve sakalimi sifir kesip, ense alma ve keci sakala sekil verme amacli kullandim. Mukemmel kesen, hafif, pili oldukca kuvvetli bir makina. Daha once philips almistim, keske o zaman bu markayi bilseydim. Fiyat / performans super, dusunmeden alin. Isiniyir diyenler olmus, evet baslik isiniyor ama isinan yeri cilde temas ettirmeniz kolay degil. Ben bir sorun yasamadim;2
Sipariş verdikten 54 saat sonra kargo elime geçti ürünü deneme fırsatım oldu benim gibi sert sakalları olan kişilere uygun bir makine tavsiye ediyorum Bu markanın başka bir modelini daha kullanıyorum gerçekten işini iyi yapıyor pahalı markalara çok para harcamanıza gerek yok diye düşünüyorum beklentileri karşılıyor ??;2
Babama aldım hediye olarak çok da memnun kaldı kendisi. Aşırı beğendi. Almak isterseniz en iyi tercihlerinizden biri olabilir bence.;2
Uygun fiyatlı, performansı iyi. Pandemi sürecince alınması gereken ürünlerden diye düşünüyorum. Hızlı kargo, paketleme güzel. Firmamıza teşekkür ederiz;2
Fiyatına göre gayet güzel bir cihaz ve diğer adı çıkmış markalara taş çıkartır ilk geldiğinde ki şarjı ile 4-5 kez sakal için kullandım çekme yok jilete yakın seviyede alıyor;2
ısınması ve arada ısırması hariç fiyatina gore cok iyi performansi var beklesigimden iyi cikti sıfıra yakın sakal cikariyor berberimde gormustum enseyi guzel cikarinca almaya karar verdim kisaca başarılı...;0
Ürün gayet başarılı ama vücudumda bir kaç tane küçük kesik oluştu bir kaç traşa düzelir diye umut ediyorum hassas bölgeleri keserken aman dikkat komple vücut için almıştım bu paraya bu performans powertec teşekkürler.Aras kargo işini hakkıyla yaptı.a;0
Tam berberdeki gibi süper görünüyor henüz şarja takmadım ama diğer makinenin full şarjlı halinden bile daha iyi;2
Çok kullanışlı ve çok iyi almanızı tavsiye ederim berberim de aynısından 4 tane aldı ben söyleyince çok kullanışlı ürün;2
saçımı 3 numaraya (korona trasi)vurdum. tertemiz yaptı. sakalida aradan çıkarttım 0 a yakın çok iyi kesiyo. en buyuk taragi 3 numara yapiyo tek sıkıntısı bu;0
Sipariş verdikten 54 saat sonra kargo elime geçti ürünü deneme fırsatım oldu benim gibi sert sakalları olan kişilere uygun bir makine tavsiye ediyorum Bu markanın başka bir modelini daha kullanıyorum gerçekten işini iyi yapıyor pahalı markalara çok para harcamanıza gerek yok diye düşünüyorum beklentileri karşılıyor ??;2
sakal traşinda sıfır sinek kaydı tras yapmiyor ama ben zaten saç icin almıştım. beklediğimden de iyi şekilde saç kesimi yapiyor makina. tek kusur diyebilecegim noktasi icinden çıkan 3 başlık ara katlardan için yetersiz olabilir 3mm olani da bi hayli kisa gibi geldi bana.;0
ense fuörlerimi düzeltmek ve sakal traşı için aldım sıfırın bi tık üstü 1 günlük sakal olarak alıyor kibar ve kesimi harika berberler ayda 100 traş yaptığını düşünürsek 10 yıl dayanır daha ne olsun;2
Babama aldım hediye olarak çok da memnun kaldı kendisi. Aşırı beğendi. Almak isterseniz en iyi tercihlerinizden biri olabilir bence.;2
Makina bildiğim bı makina berberde kullanıyorum zaten saticiya özenli paketlemesinden dolayı teşekkürler çok kısa süre içinde elime ulaştı.;2
Ürün 01.10.5050 (öğlenden sonra) tarihinde elime geçti. Henüz kullanım yapmadım ama güzel bir makina sorunsuz. ***** beş yıldız.;2
Ürün tam anlamıyla fiyat performans ürünü. Babam için almıştım, çok beğendi. Kesinlikle tavsiye ediyorum.;2
ürün elime ulaştı. çok beğendim çok teşekkür ediyorum. üründe hiçbir sıkıntı yok kargoda hızlıydı tekrar teşekkürler...;2
Ürün çok erken geldi, berberimim tavsiyesi ile aldım, henüz kullanmadım ama orijinal, jelatinli, sıfır olarak geldi, tüm parçaları tamdı;2
Ürün anlatıldığı gibi terettüd etmeden sipariş verebilirsiniz başka makineye gerek yok her türlü işlerinizi hallederiz bu makine Kargo hızı ürün kalitesi çok iyi yorumu düzenledim uzun süredir sorunsuz kullanıyorum tereddüt etmeden alın;2
arkadaşlar taş gibi makina ama saç traşı için uygun deıl .. sadece sakal ense kulak tuylerı için tasarlanmış bir makina kargom 5 gün içinde geldi teşekkürler;2
Çok güzel almanızı tavsiye ederim abim başka yerden almış aynı ürünü 160 milyon ben çok uygun aldım teşekkür ederim;2
Ürünü araştırdım kıyaslama videolarına baktım fiyatına gôre çok başarılı sarj bitince şarjı doldurmadan Kabloyu makineye bağlayıp tıraşı devam Satıcıya Teşekkür ederim ??;2
dayanıklılık konusunda bir şey diyemem kullandıkça göreceğiz ama ilk izlenim gerçekten güzel ,sıfıra yakın alıyor ,ve makine ele alınca kaliteli hissi ağırlığı veriyor gerçekten fakir ya da Philips alacaktım yorumlari okuyunca bunu almıştım;2
Ben de berber tavsiyesiyle aldım 3 ay boyunca bu makineyle sakal traşımı oluyordum an itibariyle ürünü aldım. Tasarım olarak gördüğüm en ortopedik makine özellikle de elleri küçük olanlar için mekanik olarak uzun vadede sorun yaratmayacağını düşünüyorum. Fiyat performans olarak gayet verimli, tereddüt etmeden tercih edebilirsiniz;2
Kargo çok hızlı geldi.. Ürün kaliteli. Zaten berberimin kullandığı makina.. Pahalı ürünlere bir dünya para vermeyin. Güvenle alın keyfini çıkarın derim;2
6 ay oldu alalı, şimdiye kadar iyi markaları kullanmıştım ama hiçbiri bunun kadar iyi değildi, gerçekten tavsiye ederim, apartsız ucu çok temiz ve hızlı tıraş ediyor.;2
Arkadaşlar cildi hassas bir insanım jiletle tıraş olduğum zaman çok büyük sorunlar yaşıyorum. Bu yüzden uzun zamandır jiletle tıraş olamıyorum kafama göre bir makina arıyorumdum bir çok makina denedim ve bu makinayı aldıktan sonra dedim ki işte olay budur. Tıraş olunca sakallar neredeyse jiletle kesmiş gibi ama en ufak bir tahriş yok. Makina çok sağlam ve çok güzel görünüyor. İlk gün şarj ettim 3.ye tıraş oldum bugün ve hala full şarj varmış gibi çalışıyor, şarjı çok uzun gidecek gibi görünüyor. 3 tıraş sonunda yorum yapıyorum ve herkese tavsiye ediyorum kesinlikle denemelisiniz makina bildiğiniz akıyor.;2
Fiyatına göre fena değil 5 numara başlığıda olsaymış iyiymiş;0
Üst düzey olmasada işinizi görür. sakal kesme düzeltmek için gayet normal bir ürün;0
Eşime aldım cok begendı cok pratik ve guzel bir ürün;2
Oğlum için aldım şuan için hiçbir sıkıntı yok. Kullanışlı bir ürün.;2
Epilasyon için almıştım tüyleri tamamen sıfır alıyo çok beğendim tam istediğim gibi alıyor;2
eşim çok memnun kaldı bunu da kayınpederime aldık ???? tavsiye ederim;2
ürün güzelmiş eşime almıştım beğendi diger makinalardan daha güzelmiş;2
Hızlı teslimat ve gayet beklediğimiz gibi güzel bir ürün teşekkürler;2
ürünü denedim portatif ve sıfıra yakın alıyor tavsiye ederim;2
Ürün çok iyi kesiyor güçlü. Daha önce rowenta vardı ondan daha iyi kesiyor;2
aynı ustura gibi ince ve temiz kesimi var. tereddüt etmeden alın...;2
amatör adam icin saç kesmez sakal ense icin basarili;0
Ürünün hem fiyatı uygun hem de göründüğü gibi kaliteli bir ürün;2
Çok kaliteli bir ürün. Makine bıçağı oldukça keskin.;2
Ürün sağlam bi şekilde iletildi . Abim erkek kuaförü 5 yıldır bu traş makinesini kullanıyo ve memnun;2
Ense ve bıyık alımı için çok pratik. Saçı denemedik umarım onda da olur.;2
Tavsiye ederim ürün çok iyi ve sağlam;2
Ürün inanılmaz kaliteli ve sıfıra yakın traş ediyor şiddetle tavsiye ederim;2
Şu koşullara rağmen hızlı geldi. Gelir gelmez kullandık 5 numara kestik saçı ve sakalı çok beğendik;2
Jilet gibi tıraş ediyor o yönden çok beğendim. Fiyatı da çok uygun;2
karantina günlerinde çok işime yaradı kaliteli alınabilir;2
Kaliteli ürün hızlı kargo mutlu müşteri herkese teşekkürler;2
eşim ve oğlum için aldık cok güzel çektirme falan yapmıyor sakalda da güzel sonuçlar aldık;2
Muhteşem. Eşim çok memnun kaldı. Temizlemesi de pratik;2
İyi teşekkğr ederim fakat kargonuz çok kötü;0
ürünü çok beğendim memnun kaldım tavsiye ediyorum hiç düşünmeden alın;2
Tam istediğim gibi. Butun isteklerimi karsıladı tereddutsuz alabılırsınız hızlı kargo;2
Çok kaliteli sıfır tıras edebiliyor iyi fiyata almisim artmis biraz;2
Kargo çok çabuk geldi. Henüz kullanmadık. Paketleme iyiydi;2
Babama hediye olarak aldım, kendisi çok memnun, kargosu çok hızlıydı:);2
4 adet aldım cok memnunum kesınlıkle tavsıye edıyorum;2
eşimin berberi tavsiye etti aldık çok memnun kaldık;2
Ürün gayet güzel anlatıldığı gibi ama kargodan faturası Çıkmadı;2
Kaliteli bir ürün. Hızlı teslimat yapıldı. Çok teşekkürler.;2
Uygun fiyatlı sorunsuz teslimat çok işlevsel bir ürün;2
Eşim bayıldı saçını kestim kullanımı kolay ve pratik bir ürün fiyat performansı şahane :);2
ürün kısa kesimler icin harika kesinlikle kaliteside guzel hizlı kargo icinde saticiya tesekkurler;2
çok iyi bir sefer kullandım berberlerdeki gibi kolay ve pratik bir ürün;2
gerçekten üst düzeyde bir makine gönül rahatlığıyla alabilirsiniz;2
beklediğimden de iyi geldi hızlı teslimat gonul rahatlığıyla alabılırsınız.;2
Çok iyi, 3 ayrı başlığı var .Profesyonel değil ama ev kullanımı için performansı gayet iyi;2
Fiyatına göre çok iyi alın derim;2
fiyatına göre kullanışlı;2
Güzel ürün iş görür..;2
fiyatına göre güzel bir ürün.;2
Mükemmel makine ama fiyat çok yüksek;0
ürün fiyatına göre Çok İyi;2
Hızlı ulaştı güzel ürün fiyatına göre gayet iyii;2
Cok pratik ve temiz. ????;2
basari kaliteli çok teşekkürler;2
Bu fiyata çok iyi;2
Anca 5 ay idare etti yorumlara bakarak aldım pişman oldum biraz fazla para verin iyisini alın;1
kullanmaya yeni başladım motoru güçlü kesimi iyi keserken sakalı çekme yok sadece sakal icin kullaniyorum sakal icin kullanacaklara tavsiye ederim;2
Kaliteli hissettiriyor, sinek kaydi tam gozukmeyecek sekilde olmasa da hissettirmeyecek sekilde kesiyor.;2
sac traşi yaptım guzel kesiyor... bu salgin zamanında iyi geldi valla))). 4gunde eline ulaşti, ama fatura yoktu kutuda;0
kutusu içine çökmüştü ve çökük kısım tam makinenin ağzına geliyordu sanırım kargo ile alakalı bir sorun onun dışında güzel kesiyor jilet ile hemen hemen aynı;0
guzel urun tavsiye ederim. sakalda cok basarili, ancak uzun sacta performansi biraz dusuyor. uzun saçı makasla biraz kisaltip makineyle oyle kesmek gerekiyor.;0
Babam için aldık sakal traşını sinek kaydı değil ama sıfıra yakın yapıyor. Saç kesiminde başarılı bir ürün;0
Ürünüm geldi küçük ve güzel güzel de kesiyor Ayrıca makine saç için değil ense sakal için saç için tarakları küçük gelebilir bilginize ense sakal için ideal başarılı şarj ne kadar gider bilmiyorum 600 ma pili var yanlız kargo berbat boşeti ve kutusu yırtılmış şekilde geldi epey sürüklenmiş;0
Çok iyi kesim yapıyor sıfıra yakın alım yapıyor. fakat tarak sayısı az olduğu için sakallara şekil vermede çok zorlandım hatta 1-5 kere sakallarımı komple kesmen zorunda kaldım.;0
Henüz kesim yapmadım ürün sağlam geldi kibar duruyor / sakal traşı için aldım umarım dayanır / fatura gelmedi;0
Ürün güzel kullanışlı. Makinanın metalik renk yerlerinde çizikler vardı. Bu benim için çok sorun teşkil etmedi kullanımı güzel makina;0
tavsiye ederim;2
0a yakın almıyor kesinlikle ve cihaz fazla ısınıyor bence. Yine de memnunum işlevini yerine getiren bir makine.;0
taraksız sıfıra yakın bir kesim sağlıyor şarzı uzun dayanıyor getektiğinde kabloluda kullanılabiliyor. tek kötü yanı tarak sayısı 3 adet ve düşük numara olması.;0
Ürün güzel hiç bir sıkıntı yok lakin ptt kargo dağıtıma çıktı olarak gösteriyor ve halen şubede ulaştırılımıyor gidip almak zorunda kaldım harici makine mükemmel;0
Sadece şarj ünitesine oturmuyo üzerine ağırlık koymak gerekiyo onun haricinde bi sıkıntısı yok güzel ürün.;0
ürün kutusunda çok güzel paketlenmiş halde geldi berberimin tercih ettiği bir marka onun isteği üzerine aldım şu an için sıkıntı yok eletronik bir alet 5 yıl garantili;2
Ürünü berberimin tavsiyesiyle aldım . Kargosu dün ulaştırdı çok hızlı geldi . Ürün çok güzel traş yapıyor ama çok keskin bıçakları var .;2
bir berber arkadaş önerdi işimi görüyor sakal kesmek için almıştım ama saç içinde iyi ha biraz daha iyi olmasını isterseniz tr 758 i de tavsiye ederim fiyatına göre ürün güzel;2
Ürünü aldım gayet güzel çalışıyor rahatlıkla herkes alabilir çok süper bir ürün Kargo çok sıkıntılıydı sadece;0
Performansından memnunum, pili oldukça uzun gidiyor ve neredeyse sıfır kesiyor. Hem saç hem de sakal için rahatlıkla kullanabilirsiniz.;2
Paketleme güzeldi ürün elime sağlam ulaştı. Şarj süresi oldukça başarılı. Kesimi güzel tavsiye ederim.;2
Gövdenin plastik olmasından dolayı bir puan kırdım onun dışında cihaz çok kullanışlı gözü kapalı alınabilir;0
Ürün iyi, tek eksik taraklar, 1, 5 ve 3 numara var daha büyük tarak olsaymış daha iyi olurdu. 3 numara kestim saçımı, yanları 5 yaptım fena değil ama dediğim gibi tarak çeşidi fazla olmalıydı..Teşekkürler Trendyol..;0
